Brand,Model,Processor,RAM (GB),Storage (GB),Screen Size (inches),Graphics Card,Operating System,Weight (kg),Battery Life (hours),Price ($),Warranty (years)
Apple,Model 1017,Intel i5,64,1024,13.3,NVIDIA RTX 3070,Windows 10,3.16,5.3,2867.12,3
Razer,Model 1018,AMD Ryzen 5,8,1024,15.6,Intel UHD,Windows 10,2.49,4.6,1705.95,1
Asus,Model 1019,AMD Ryzen 5,16,256,13.3,NVIDIA RTX 3070,Windows 11,2.44,14.2,2016.42,3
MSI,Model 1020,Intel i5,64,256,15.6,NVIDIA GTX 1650,Linux,3.03,4.7,2045.13,1
Dell,Model 1021,Intel i9,64,256,13.3,NVIDIA RTX 3060,Windows 11,2.97,5.5,2349.04,3
HP,Model 1022,AMD Ryzen 5,64,256,13.3,AMD Radeon,macOS,3.23,6.0,1753.55,2
HP,Model 1023,Intel i7,16,256,17.0,Intel UHD,macOS,2.38,14.2,1900.54,1
Razer,Model 1024,Intel i5,8,2048,17.0,AMD Radeon,Windows 10,3.42,12.1,2395.03,2
Acer,Model 1025,AMD Ryzen 9,32,256,14.0,AMD Radeon,macOS,3.49,12.5,1742.75,3
HP,Model 1026,AMD Ryzen 7,64,2048,17.0,AMD Radeon,Linux,1.29,4.3,2257.8,2
Apple,Model 1027,Intel i9,8,512,13.3,Intel UHD,macOS,3.12,13.0,2325.0,2
Asus,Model 1028,Intel i5,16,256,17.0,Intel UHD,Windows 10,2.25,7.9,1406.93,2
Asus,Model 1029,AMD Ryzen 7,32,256,13.3,AMD Radeon,Windows 11,1.97,6.2,1526.18,3
MSI,Model 1030,AMD Ryzen 7,64,2048,15.6,NVIDIA RTX 3060,macOS,2.53,9.9,2644.89,1
Razer,Model 1031,AMD Ryzen 9,16,512,13.3,NVIDIA RTX 3070,Linux,1.14,12.9,2473.41,3
Dell,Model 1032,AMD Ryzen 5,16,2048,14.0,AMD Radeon,Linux,2.27,12.3,1973.78,3
Acer,Model 1033,AMD Ryzen 9,32,2048,15.6,NVIDIA GTX 1650,Linux,3.18,13.7,2155.58,3
Dell,Model 1034,AMD Ryzen 5,8,256,14.0,AMD Radeon,Windows 11,1.53,14.1,1415.22,1
HP,Model 1035,AMD Ryzen 5,64,1024,14.0,Intel UHD,Linux,2.07,5.9,2142.4,3
Razer,Model 1036,Intel i5,64,1024,14.0,NVIDIA RTX 3070,Windows 10,3.35,8.1,2604.24,3
MSI,Model 1037,Intel i5,8,2048,17.0,NVIDIA GTX 1650,Windows 10,2.07,3.2,1611.74,1
Dell,Model 1038,Intel i9,8,256,14.0,NVIDIA RTX 3070,Linux,1.9,13.6,2199.07,1
Apple,Model 1039,AMD Ryzen 5,8,512,15.6,NVIDIA RTX 3070,macOS,2.1,4.9,2554.36,1
Asus,Model 1040,AMD Ryzen 7,32,1024,13.3,NVIDIA GTX 1650,Linux,2.3,13.3,2115.69,2
HP,Model 1041,Intel i7,32,512,14.0,AMD Radeon,Windows 10,2.58,7.0,1600.77,1
MSI,Model 1042,Intel i9,64,1024,15.6,AMD Radeon,Windows 10,3.0,7.4,2660.4,2
Dell,Model 1043,Intel i5,32,256,14.0,AMD Radeon,Windows 10,2.13,3.5,1515.92,2
Acer,Model 1044,AMD Ryzen 9,16,2048,13.3,NVIDIA RTX 3060,macOS,3.04,6.9,1962.21,3
Apple,Model 1045,Intel i9,64,512,15.6,AMD Radeon,macOS,2.33,13.7,3075.65,2
Apple,Model 1046,Intel i9,32,512,15.6,NVIDIA GTX 1650,macOS,1.85,3.3,2773.15,3
Dell,Model 1047,Intel i9,8,2048,13.3,NVIDIA RTX 3060,Windows 10,2.64,7.9,1993.64,2
Asus,Model 1048,Intel i9,16,512,15.6,AMD Radeon,Windows 11,2.79,3.4,1832.68,1
Dell,Model 1049,Intel i7,8,1024,13.3,NVIDIA RTX 3060,Linux,2.4,7.5,2212.11,3
HP,Model 1050,AMD Ryzen 9,64,2048,15.6,NVIDIA GTX 1650,Linux,1.14,5.1,2298.27,2
Dell,Model 1051,AMD Ryzen 9,8,1024,15.6,AMD Radeon,Windows 10,1.42,6.0,1927.17,3
Apple,Model 1052,AMD Ryzen 9,32,1024,13.3,Intel UHD,macOS,1.71,13.5,2538.8,1
MSI,Model 1053,AMD Ryzen 5,32,256,13.3,NVIDIA GTX 1650,Windows 11,1.71,8.2,1934.1,2
Dell,Model 1054,AMD Ryzen 7,64,1024,15.6,NVIDIA RTX 3070,Windows 11,2.68,6.3,2412.35,2
Asus,Model 1055,AMD Ryzen 9,8,256,15.6,NVIDIA RTX 3070,macOS,1.05,10.1,1878.16,1
Razer,Model 1056,Intel i9,64,512,13.3,NVIDIA GTX 1650,Linux,2.89,4.7,2585.87,2
MSI,Model 1057,Intel i9,8,512,17.0,NVIDIA RTX 3070,Linux,1.66,6.1,2611.81,2
Acer,Model 1058,AMD Ryzen 9,16,256,13.3,NVIDIA GTX 1650,Windows 11,1.78,9.6,1691.74,3
Lenovo,Model 1059,AMD Ryzen 9,32,1024,15.6,Intel UHD,Windows 11,2.32,5.9,1641.71,2
Dell,Model 1060,Intel i9,64,2048,15.6,NVIDIA GTX 1650,macOS,1.54,11.1,2656.85,1
Asus,Model 1061,AMD Ryzen 5,16,2048,15.6,AMD Radeon,Linux,3.21,8.9,1255.02,2
MSI,Model 1062,Intel i5,16,256,13.3,AMD Radeon,Windows 11,1.21,12.3,1995.81,3
Asus,Model 1063,Intel i5,64,512,15.6,NVIDIA RTX 3060,Linux,2.11,14.4,1901.44,2
Acer,Model 1064,AMD Ryzen 9,64,512,17.0,NVIDIA RTX 3070,Windows 11,3.12,4.4,2270.63,3
Apple,Model 1065,Intel i7,16,2048,14.0,NVIDIA RTX 3070,macOS,2.54,7.0,2730.65,2
Asus,Model 1066,AMD Ryzen 9,8,256,17.0,NVIDIA GTX 1650,Linux,1.73,6.8,1536.0,3
MSI,Model 1067,AMD Ryzen 9,16,2048,13.3,NVIDIA RTX 3070,Windows 11,2.05,4.8,2770.32,3
Asus,Model 1068,Intel i5,64,1024,15.6,AMD Radeon,Windows 11,2.77,12.7,1867.14,2
Asus,Model 1069,Intel i9,16,1024,13.3,Intel UHD,Windows 11,3.43,12.1,1698.88,1
Asus,Model 1070,AMD Ryzen 9,8,256,14.0,NVIDIA GTX 1650,Windows 11,3.23,8.8,1483.16,1
HP,Model 1071,Intel i9,32,256,13.3,NVIDIA RTX 3070,macOS,1.86,9.5,2380.06,2
HP,Model 1072,Intel i9,32,1024,15.6,AMD Radeon,Linux,3.5,3.7,1928.62,2
Apple,Model 1073,Intel i7,16,512,14.0,NVIDIA RTX 3060,Linux,1.01,9.7,2427.45,2
Dell,Model 1074,Intel i9,8,256,14.0,NVIDIA RTX 3070,Windows 10,1.07,12.5,2406.54,2
Asus,Model 1075,Intel i5,32,1024,15.6,Intel UHD,Linux,3.06,9.9,1453.64,2
Acer,Model 1076,AMD Ryzen 5,16,1024,15.6,Intel UHD,Windows 10,1.5,6.2,998.11,1
Dell,Model 1077,AMD Ryzen 5,16,512,15.6,NVIDIA RTX 3070,Windows 11,1.15,11.0,2076.58,3
Acer,Model 1078,AMD Ryzen 7,8,512,13.3,NVIDIA RTX 3070,macOS,1.59,7.3,2032.81,3
Dell,Model 1079,AMD Ryzen 9,64,512,17.0,AMD Radeon,macOS,2.07,9.5,2271.03,1
Apple,Model 1080,Intel i5,16,512,13.3,NVIDIA RTX 3070,Windows 11,2.83,8.9,2343.8,1
Asus,Model 1081,Intel i9,64,2048,13.3,NVIDIA RTX 3060,Windows 10,2.56,7.6,2599.41,3
Asus,Model 1082,AMD Ryzen 5,64,512,17.0,AMD Radeon,Windows 11,1.59,11.6,1845.95,1
Lenovo,Model 1083,Intel i5,32,2048,15.6,NVIDIA GTX 1650,macOS,2.26,13.6,2180.31,2
Acer,Model 1084,AMD Ryzen 5,64,256,15.6,NVIDIA RTX 3060,macOS,3.32,3.1,1788.39,1
Dell,Model 1085,Intel i9,8,1024,17.0,AMD Radeon,Linux,3.04,14.2,1968.51,1
Dell,Model 1086,AMD Ryzen 5,32,2048,17.0,AMD Radeon,Windows 10,1.81,9.1,2076.84,1
Razer,Model 1087,AMD Ryzen 9,32,256,13.3,Intel UHD,Linux,3.46,11.4,2083.82,1
Razer,Model 1088,AMD Ryzen 9,32,256,14.0,AMD Radeon,macOS,2.77,13.3,2329.24,3
HP,Model 1089,AMD Ryzen 7,16,2048,17.0,NVIDIA RTX 3060,macOS,1.16,8.6,2233.35,3
Lenovo,Model 1090,AMD Ryzen 7,16,256,13.3,NVIDIA RTX 3070,Linux,1.09,13.0,2028.06,3
MSI,Model 1091,AMD Ryzen 5,64,256,14.0,NVIDIA RTX 3060,Linux,1.42,5.1,2399.52,3
Razer,Model 1092,Intel i5,32,2048,15.6,NVIDIA GTX 1650,macOS,2.82,4.9,2375.04,2
MSI,Model 1093,AMD Ryzen 9,32,256,15.6,AMD Radeon,Linux,1.46,10.9,2149.29,2
HP,Model 1094,Intel i5,8,512,13.3,AMD Radeon,Linux,2.28,13.4,1631.5,3
HP,Model 1095,Intel i5,64,512,13.3,AMD Radeon,Windows 10,1.23,13.7,2003.99,3
HP,Model 1096,AMD Ryzen 5,8,1024,17.0,AMD Radeon,macOS,3.3,10.7,1652.9,3
Acer,Model 1097,Intel i5,64,256,15.6,Intel UHD,Windows 11,1.86,9.3,1182.77,1
Acer,Model 1098,AMD Ryzen 9,64,1024,13.3,Intel UHD,Windows 10,3.27,7.0,1923.25,2
Apple,Model 1099,Intel i9,16,512,15.6,NVIDIA RTX 3070,Windows 11,3.36,14.8,2986.37,2
Apple,Model 1100,AMD Ryzen 7,16,512,15.6,AMD Radeon,Linux,1.02,6.8,2382.7,1
HP,Model 1101,Intel i9,8,512,17.0,NVIDIA GTX 1650,Linux,2.16,11.9,1393.46,1
Lenovo,Model 1102,Intel i5,64,256,14.0,NVIDIA RTX 3070,Windows 11,1.06,9.4,2397.26,1
Dell,Model 1103,Intel i9,32,256,17.0,AMD Radeon,Linux,3.27,10.3,1967.16,2
Acer,Model 1104,AMD Ryzen 9,16,512,13.3,Intel UHD,Linux,2.3,7.7,1465.53,1
Lenovo,Model 1105,AMD Ryzen 9,32,1024,17.0,NVIDIA GTX 1650,Windows 10,1.19,14.6,1820.01,1
Asus,Model 1106,Intel i5,8,1024,17.0,NVIDIA RTX 3070,Windows 11,1.28,9.9,1951.82,1
Acer,Model 1107,AMD Ryzen 5,16,2048,15.6,NVIDIA GTX 1650,Windows 10,1.96,14.3,1630.29,3
Acer,Model 1108,Intel i9,16,512,17.0,AMD Radeon,Windows 11,3.35,3.1,1368.73,1
Apple,Model 1109,AMD Ryzen 5,64,1024,13.3,NVIDIA RTX 3060,Windows 10,2.73,9.9,3213.0,3
Dell,Model 1110,AMD Ryzen 5,8,512,14.0,NVIDIA GTX 1650,macOS,3.17,11.6,1519.4,2
Dell,Model 1111,Intel i7,64,1024,17.0,NVIDIA GTX 1650,macOS,1.92,11.9,2369.91,2
Razer,Model 1112,Intel i5,16,2048,17.0,Intel UHD,Windows 11,1.11,13.9,2349.81,2
MSI,Model 1113,AMD Ryzen 7,8,2048,14.0,AMD Radeon,macOS,3.44,3.1,2039.45,3
MSI,Model 1114,AMD Ryzen 9,16,512,13.3,NVIDIA GTX 1650,Windows 10,1.04,3.0,1901.76,1
MSI,Model 1115,AMD Ryzen 9,8,1024,13.3,AMD Radeon,Windows 11,3.37,8.7,1964.04,2
MSI,Model 1116,Intel i5,16,256,17.0,Intel UHD,macOS,1.92,3.4,1846.11,1
Asus,Model 1117,AMD Ryzen 7,32,2048,15.6,AMD Radeon,macOS,1.03,14.7,2150.86,3
Asus,Model 1118,AMD Ryzen 9,32,512,17.0,Intel UHD,Windows 11,2.72,5.7,1709.66,2
Acer,Model 1119,Intel i5,64,512,14.0,Intel UHD,macOS,3.45,8.7,1573.9,1
HP,Model 1120,AMD Ryzen 9,32,1024,14.0,NVIDIA RTX 3070,macOS,3.41,3.7,2279.53,1
Apple,Model 1121,AMD Ryzen 5,16,512,14.0,AMD Radeon,Windows 11,1.4,9.3,2376.35,2
Apple,Model 1122,Intel i9,16,2048,17.0,NVIDIA RTX 3060,macOS,1.45,7.6,3032.01,1
MSI,Model 1123,Intel i9,32,512,17.0,NVIDIA RTX 3070,macOS,2.41,3.5,2462.45,3
Acer,Model 1124,AMD Ryzen 9,64,512,13.3,Intel UHD,macOS,2.59,7.0,1981.21,2
Razer,Model 1125,Intel i7,32,256,15.6,NVIDIA RTX 3060,macOS,2.85,7.7,2265.95,2
Lenovo,Model 1126,AMD Ryzen 7,8,256,17.0,NVIDIA GTX 1650,Linux,1.45,14.9,1683.3,2
HP,Model 1127,AMD Ryzen 7,8,2048,13.3,NVIDIA GTX 1650,Windows 11,3.4,5.5,1600.56,2
Acer,Model 1128,AMD Ryzen 7,8,1024,17.0,NVIDIA RTX 3070,Linux,2.6,9.5,1941.48,3
HP,Model 1129,AMD Ryzen 5,32,256,13.3,NVIDIA RTX 3060,Linux,3.12,14.8,2011.91,3
HP,Model 1130,AMD Ryzen 7,32,1024,13.3,AMD Radeon,Windows 10,2.35,12.5,1822.3,1
HP,Model 1131,Intel i9,32,2048,15.6,NVIDIA RTX 3060,Linux,2.04,14.9,2685.39,3
Acer,Model 1132,AMD Ryzen 5,8,256,17.0,NVIDIA RTX 3070,Linux,3.44,14.6,1870.86,1
MSI,Model 1133,Intel i5,64,1024,13.3,AMD Radeon,Windows 10,2.46,8.9,2139.73,1
Apple,Model 1134,AMD Ryzen 7,16,256,14.0,AMD Radeon,macOS,3.17,11.4,2183.98,2
Apple,Model 1135,AMD Ryzen 7,32,2048,14.0,NVIDIA GTX 1650,macOS,3.38,4.3,2622.11,1
MSI,Model 1136,Intel i5,64,2048,14.0,NVIDIA RTX 3060,Linux,2.69,8.3,2724.52,2
HP,Model 1137,AMD Ryzen 7,16,256,15.6,AMD Radeon,Windows 10,2.37,12.7,1394.96,1
Lenovo,Model 1138,Intel i5,16,1024,13.3,NVIDIA RTX 3070,macOS,1.01,9.1,2038.31,3
Dell,Model 1139,AMD Ryzen 5,16,512,15.6,NVIDIA GTX 1650,Windows 10,1.1,11.4,1828.98,2
Acer,Model 1140,Intel i9,64,512,17.0,AMD Radeon,Windows 11,1.5,11.9,2007.67,1
Dell,Model 1141,Intel i5,64,256,17.0,NVIDIA RTX 3060,Windows 11,1.47,6.0,2432.96,3
Razer,Model 1142,Intel i7,8,1024,13.3,NVIDIA GTX 1650,Windows 11,1.64,13.5,2302.99,3
MSI,Model 1143,Intel i5,64,512,14.0,NVIDIA RTX 3060,Windows 11,1.76,8.5,2374.74,2
Lenovo,Model 1144,AMD Ryzen 7,64,2048,13.3,NVIDIA RTX 3060,Linux,1.9,5.5,2295.74,2
Acer,Model 1145,AMD Ryzen 5,64,1024,13.3,NVIDIA RTX 3060,Windows 11,2.05,13.4,2082.94,2
MSI,Model 1146,AMD Ryzen 9,16,512,13.3,NVIDIA GTX 1650,Windows 11,1.25,8.0,1781.36,1
HP,Model 1147,AMD Ryzen 5,32,1024,15.6,AMD Radeon,Windows 10,1.11,12.0,1621.19,2
Apple,Model 1148,AMD Ryzen 9,8,256,17.0,Intel UHD,macOS,2.68,9.6,2523.38,3
Dell,Model 1149,Intel i5,32,1024,13.3,AMD Radeon,Windows 10,2.34,7.6,1623.96,3
Asus,Model 1150,Intel i9,32,512,13.3,NVIDIA GTX 1650,Linux,2.11,12.7,1836.19,2
Asus,Model 1151,Intel i7,64,256,13.3,Intel UHD,Windows 11,2.59,10.0,1519.79,2
Lenovo,Model 1152,AMD Ryzen 5,8,1024,15.6,Intel UHD,macOS,3.07,7.7,1281.46,3
HP,Model 1153,AMD Ryzen 7,32,2048,15.6,Intel UHD,macOS,2.07,4.3,1563.44,1
Razer,Model 1154,AMD Ryzen 9,32,512,15.6,NVIDIA RTX 3070,Windows 11,2.6,13.7,3097.6,3
Dell,Model 1155,AMD Ryzen 7,8,256,13.3,NVIDIA GTX 1650,Windows 11,3.38,3.4,1690.67,3
HP,Model 1156,Intel i9,64,1024,14.0,NVIDIA RTX 3070,Linux,3.1,13.4,2674.38,3
Dell,Model 1157,AMD Ryzen 9,32,2048,14.0,Intel UHD,Linux,2.07,7.3,2337.77,2
Lenovo,Model 1158,AMD Ryzen 5,16,512,14.0,NVIDIA RTX 3070,Windows 11,2.61,10.7,1893.16,1
Lenovo,Model 1159,Intel i5,32,2048,17.0,NVIDIA RTX 3070,Windows 11,1.44,14.1,2163.38,1
Razer,Model 1160,AMD Ryzen 7,16,1024,13.3,NVIDIA GTX 1650,Windows 11,2.4,4.8,1728.69,2
Asus,Model 1161,Intel i9,64,1024,14.0,NVIDIA RTX 3060,Windows 11,3.45,9.8,2853.24,3
HP,Model 1162,AMD Ryzen 5,32,256,14.0,NVIDIA RTX 3070,macOS,2.3,12.2,1836.96,2
Acer,Model 1163,AMD Ryzen 5,8,2048,14.0,NVIDIA RTX 3070,Linux,3.32,12.1,1633.09,2
Asus,Model 1164,AMD Ryzen 5,8,256,13.3,Intel UHD,Windows 11,2.02,9.3,1335.49,1
HP,Model 1165,AMD Ryzen 5,32,512,14.0,Intel UHD,Windows 11,3.5,10.5,1801.26,1
Asus,Model 1166,AMD Ryzen 9,64,256,14.0,Intel UHD,macOS,2.45,12.1,2151.54,2
Acer,Model 1167,AMD Ryzen 5,64,512,13.3,AMD Radeon,Windows 10,1.11,13.1,1871.49,2
Apple,Model 1168,AMD Ryzen 7,8,1024,17.0,NVIDIA RTX 3070,Windows 11,2.47,12.1,2784.51,1
Apple,Model 1169,Intel i9,32,1024,15.6,Intel UHD,macOS,1.69,7.2,2645.01,1
Razer,Model 1170,AMD Ryzen 9,64,2048,14.0,NVIDIA GTX 1650,macOS,1.08,15.0,3149.84,3
Apple,Model 1171,AMD Ryzen 5,8,512,15.6,AMD Radeon,Windows 10,3.05,8.2,2125.98,2
Apple,Model 1172,Intel i7,16,1024,17.0,NVIDIA RTX 3060,Linux,1.69,3.3,2724.13,3
MSI,Model 1173,Intel i7,32,2048,17.0,NVIDIA RTX 3070,Linux,2.99,7.4,2740.21,3
Dell,Model 1174,Intel i9,16,2048,14.0,NVIDIA RTX 3070,Linux,1.72,4.5,2405.81,3
MSI,Model 1175,Intel i5,16,256,13.3,NVIDIA GTX 1650,Windows 11,1.49,4.5,1553.2,1
MSI,Model 1176,Intel i5,64,2048,17.0,NVIDIA RTX 3060,Linux,3.43,6.4,2369.06,3
Razer,Model 1177,AMD Ryzen 9,64,1024,15.6,NVIDIA RTX 3060,Windows 11,1.9,3.6,2745.85,1
MSI,Model 1178,AMD Ryzen 9,64,256,15.6,AMD Radeon,Windows 11,2.5,11.3,2138.61,1
Apple,Model 1179,AMD Ryzen 9,32,512,15.6,NVIDIA RTX 3070,macOS,2.52,3.9,2591.96,1
Acer,Model 1180,Intel i5,16,512,15.6,Intel UHD,Linux,2.4,5.4,1158.78,2
Razer,Model 1181,Intel i7,32,1024,17.0,NVIDIA GTX 1650,Linux,3.29,4.1,2593.3,3
Razer,Model 1182,Intel i5,64,1024,14.0,NVIDIA GTX 1650,Linux,2.69,3.8,2387.75,1
Lenovo,Model 1183,AMD Ryzen 7,16,256,14.0,NVIDIA GTX 1650,Windows 11,2.01,6.2,1253.42,2
Razer,Model 1184,AMD Ryzen 5,32,256,15.6,NVIDIA GTX 1650,Windows 11,3.16,9.9,1960.06,2
Lenovo,Model 1185,AMD Ryzen 9,32,1024,14.0,Intel UHD,Linux,1.45,14.6,1971.72,2
Razer,Model 1186,Intel i7,8,1024,15.6,Intel UHD,Windows 11,2.36,13.5,1895.33,1
Dell,Model 1187,Intel i9,32,512,15.6,AMD Radeon,Windows 11,3.38,13.5,1933.41,1
Apple,Model 1188,Intel i9,64,512,13.3,NVIDIA RTX 3070,Windows 10,2.56,5.1,3166.41,1
Razer,Model 1189,AMD Ryzen 5,32,512,17.0,Intel UHD,Windows 10,3.04,6.2,1828.95,2
Apple,Model 1190,Intel i7,16,1024,17.0,AMD Radeon,Linux,2.63,3.9,2295.71,1
Apple,Model 1191,Intel i5,32,2048,15.6,NVIDIA RTX 3060,Linux,3.1,12.3,2640.6,3
Asus,Model 1192,Intel i5,8,1024,17.0,NVIDIA RTX 3070,Windows 10,3.36,3.8,1594.99,1
Razer,Model 1193,AMD Ryzen 7,16,1024,14.0,Intel UHD,Windows 11,1.68,9.7,2042.87,1
HP,Model 1194,AMD Ryzen 7,16,512,15.6,NVIDIA RTX 3060,Windows 11,1.42,6.0,1716.05,3
Asus,Model 1195,Intel i5,8,1024,13.3,AMD Radeon,macOS,2.21,5.9,1354.77,1
HP,Model 1196,Intel i9,64,256,14.0,Intel UHD,Linux,2.75,14.9,2045.95,1
Apple,Model 1197,AMD Ryzen 9,16,1024,13.3,Intel UHD,Linux,1.57,12.1,2404.17,1
Apple,Model 1198,Intel i9,64,1024,13.3,NVIDIA RTX 3060,Linux,1.01,13.0,3224.79,1
Asus,Model 1199,AMD Ryzen 7,16,1024,17.0,Intel UHD,macOS,1.86,9.9,1830.32,2
Asus,Model 1200,AMD Ryzen 5,16,1024,17.0,NVIDIA GTX 1650,macOS,3.42,13.5,1611.08,1
HP,Model 1201,Intel i5,64,2048,15.6,Intel UHD,Windows 11,2.74,10.7,2022.69,3
Lenovo,Model 1202,AMD Ryzen 7,16,1024,17.0,NVIDIA RTX 3070,Windows 10,2.0,14.4,2230.94,3
HP,Model 1203,AMD Ryzen 7,64,256,13.3,NVIDIA RTX 3060,Windows 10,1.48,6.4,2264.69,2
Asus,Model 1204,AMD Ryzen 9,8,256,13.3,NVIDIA RTX 3070,Windows 10,1.89,10.1,1906.63,1
Acer,Model 1205,Intel i5,64,1024,14.0,AMD Radeon,Windows 11,1.42,11.3,1869.39,3
Asus,Model 1206,AMD Ryzen 9,8,512,13.3,NVIDIA RTX 3070,Windows 10,1.27,7.7,1896.2,2
Acer,Model 1207,Intel i5,16,2048,15.6,NVIDIA GTX 1650,macOS,3.27,13.6,1425.96,1
Dell,Model 1208,AMD Ryzen 9,64,1024,15.6,NVIDIA GTX 1650,macOS,3.49,14.8,2129.61,2
Asus,Model 1209,Intel i9,16,1024,17.0,NVIDIA RTX 3070,Linux,1.41,8.9,2516.14,1
Dell,Model 1210,AMD Ryzen 5,64,1024,17.0,AMD Radeon,Windows 10,1.14,7.7,1918.92,2
Lenovo,Model 1211,AMD Ryzen 5,8,512,17.0,Intel UHD,macOS,1.82,8.7,1214.56,2
HP,Model 1212,Intel i5,8,512,15.6,NVIDIA GTX 1650,Linux,2.15,13.2,1512.04,3
Acer,Model 1213,Intel i7,64,512,13.3,NVIDIA RTX 3070,Windows 10,1.51,10.7,2494.14,3
HP,Model 1214,AMD Ryzen 7,8,2048,17.0,NVIDIA RTX 3070,Windows 10,1.75,3.5,2129.46,2
Dell,Model 1215,AMD Ryzen 7,16,256,14.0,NVIDIA RTX 3070,macOS,1.5,9.5,2171.06,1
Acer,Model 1216,Intel i5,16,2048,17.0,Intel UHD,Linux,2.94,3.2,1159.58,1
HP,Model 1217,AMD Ryzen 9,32,512,15.6,NVIDIA RTX 3060,Linux,2.78,12.3,2114.95,1
Asus,Model 1218,Intel i7,8,256,17.0,AMD Radeon,macOS,2.59,6.9,1322.0,1
Apple,Model 1219,Intel i9,16,256,13.3,NVIDIA RTX 3060,macOS,1.97,8.7,2910.87,1
Dell,Model 1220,AMD Ryzen 9,64,512,17.0,AMD Radeon,macOS,3.27,12.6,2113.86,3
HP,Model 1221,AMD Ryzen 9,8,512,15.6,AMD Radeon,Windows 10,3.42,3.6,1596.47,2
Dell,Model 1222,Intel i5,16,2048,15.6,NVIDIA RTX 3070,macOS,1.43,4.9,2313.57,3
MSI,Model 1223,Intel i5,8,512,14.0,NVIDIA GTX 1650,macOS,1.56,7.8,1692.47,1
Dell,Model 1224,AMD Ryzen 7,64,256,15.6,NVIDIA RTX 3070,Windows 11,2.31,5.8,2359.21,2
Acer,Model 1225,Intel i5,16,1024,14.0,Intel UHD,macOS,1.23,7.1,1154.43,1
MSI,Model 1226,Intel i5,32,512,13.3,AMD Radeon,macOS,2.09,15.0,1851.77,1
Razer,Model 1227,Intel i5,32,512,15.6,NVIDIA GTX 1650,Windows 10,2.45,12.9,2148.25,2
Acer,Model 1228,AMD Ryzen 7,8,2048,17.0,AMD Radeon,Linux,2.31,13.6,1772.38,1
Apple,Model 1229,Intel i9,64,2048,13.3,AMD Radeon,Windows 10,1.83,14.2,3561.58,3
MSI,Model 1230,Intel i9,16,512,17.0,NVIDIA RTX 3070,Windows 11,2.36,7.1,2478.28,3
Razer,Model 1231,Intel i5,64,256,17.0,NVIDIA GTX 1650,macOS,3.4,6.6,2152.93,3
Asus,Model 1232,AMD Ryzen 7,16,256,17.0,NVIDIA GTX 1650,macOS,1.52,5.8,1524.36,1
Dell,Model 1233,Intel i9,8,1024,13.3,AMD Radeon,macOS,2.64,13.0,2364.96,3
HP,Model 1234,AMD Ryzen 9,16,512,13.3,NVIDIA GTX 1650,macOS,1.11,11.2,1628.85,1
Lenovo,Model 1235,Intel i9,64,2048,15.6,NVIDIA GTX 1650,macOS,1.17,5.8,2572.27,1
Dell,Model 1236,Intel i9,64,256,17.0,NVIDIA RTX 3070,macOS,2.38,7.5,2964.36,3
Razer,Model 1237,AMD Ryzen 7,8,1024,14.0,NVIDIA RTX 3060,Windows 11,1.26,9.1,2355.66,3
Dell,Model 1238,AMD Ryzen 9,64,512,15.6,Intel UHD,macOS,1.06,9.3,2138.25,1
Apple,Model 1239,AMD Ryzen 7,16,256,13.3,NVIDIA RTX 3060,macOS,1.43,13.7,2729.96,1
Asus,Model 1240,Intel i5,8,512,14.0,NVIDIA GTX 1650,macOS,2.41,7.6,1236.53,1
Lenovo,Model 1241,AMD Ryzen 5,16,512,13.3,AMD Radeon,Windows 11,2.76,13.9,1343.36,1
MSI,Model 1242,Intel i9,64,256,14.0,Intel UHD,macOS,1.51,8.3,2312.25,3
MSI,Model 1243,AMD Ryzen 5,8,256,15.6,Intel UHD,Windows 11,2.67,12.0,1390.39,1
MSI,Model 1244,AMD Ryzen 7,16,256,14.0,AMD Radeon,Windows 10,1.46,14.2,1758.61,1
Razer,Model 1245,AMD Ryzen 7,64,512,15.6,Intel UHD,macOS,2.53,13.9,2179.51,1
Acer,Model 1246,AMD Ryzen 7,64,512,13.3,AMD Radeon,Linux,2.03,3.7,1639.21,1
Acer,Model 1247,AMD Ryzen 5,32,1024,14.0,Intel UHD,Windows 11,2.63,5.5,1156.4,1
HP,Model 1248,AMD Ryzen 7,64,2048,17.0,NVIDIA RTX 3060,Windows 10,3.49,8.7,2515.17,2
Lenovo,Model 1249,Intel i5,16,512,17.0,Intel UHD,Windows 11,3.34,8.2,1030.82,2
MSI,Model 1250,AMD Ryzen 7,8,2048,13.3,NVIDIA RTX 3070,Windows 11,1.01,10.7,2536.93,2
Acer,Model 1251,Intel i7,32,256,14.0,AMD Radeon,Windows 10,3.21,14.3,1790.53,3
Razer,Model 1252,AMD Ryzen 5,64,512,17.0,Intel UHD,macOS,1.17,4.3,1902.44,1
HP,Model 1253,Intel i7,64,1024,15.6,AMD Radeon,macOS,3.38,8.4,2229.51,3
Asus,Model 1254,AMD Ryzen 7,64,1024,14.0,NVIDIA RTX 3070,Windows 11,1.7,5.3,2496.25,1
HP,Model 1255,Intel i5,16,2048,14.0,Intel UHD,Windows 10,1.96,13.7,1490.85,2
Acer,Model 1256,Intel i9,32,256,17.0,Intel UHD,macOS,1.23,14.6,1960.09,1
Apple,Model 1257,AMD Ryzen 9,16,2048,15.6,NVIDIA RTX 3070,Windows 11,1.28,8.7,3194.35,3
